AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017
Capital_Expenditures,0.6,2.0,1.2,,,
Cash_from_Operations,107.4,95.2,24.6,-2.8,-1.1,0.0
Diluted_EPS,0.528,1.156,-1.094,0.377,0.078,-0.001
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,143.7,143.1,152.9,0.0,0.0,0.0
Net_Income,66.6,146.1,-90.7,2.6,2.7,0.0
Revenue,179.6,215.7,108.9,,,
Shares_Diluted,126.2616,126.3904,82.9088,6.875,34.375,31.25
Total_Assets,379.6,318.8,294.0,282.7,279.5,0.2
Total_Liabilities,166.8,159.8,267.4,10.5,10.0,0.3
