AAII_YR_DATA,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,3.3,2.1,2.9,0.5,0.7,1.1,1.5
Cash_from_Operations,13.2,15.6,18.6,12.9,8.1,3.8,10.8
Diluted_EPS,2.209,2.09,1.803,1.432,1.202,1.299,1.075
Goodwill_Intangibles,15.7,15.8,15.9,15.9,16.1,14.5,14.8
LT_Debt,7.2,9.4,10.1,10.9,11.7,7.2,7.2
Net_Income,13.2,12.4,10.7,8.6,6.8,7.1,5.8
Revenue,45.5,42.6,38.7,36.6,33.2,29.7,28.2
Shares_Diluted,5.953,5.9474,5.944,5.982,5.684,5.4417,5.4172
Total_Assets,1110.8,1086.0,1053.2,1028.4,974.7,855.2,770.6
Total_Liabilities,991.5,979.2,952.9,935.5,885.3,777.3,702.9
