AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017
Capital_Expenditures,10.2,2.0,0.6,0.7,0.3,0.0
Cash_from_Operations,-161.6,-127.9,-32.2,-47.4,-14.2,-2.2
Diluted_EPS,-5.206,-3.586,-1.053,-1.176,-0.425,-0.111
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,-277.4,-173.9,-45.6,-50.6,-17.8,-4.6
Revenue,,0.0,35.0,,,
Shares_Diluted,53.2905,48.4978,43.3001,43.0061,41.883,41.883
Total_Assets,630.2,452.5,576.2,334.8,48.4,10.6
Total_Liabilities,72.0,30.1,19.1,12.8,4.8,0.7
