AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Capital_Expenditures,119.9,91.4,125.1,72.3,2.9,2.1,0.0
Cash_from_Operations,24.6,17.1,9.4,2.9,2.7,2.3,3.0
Diluted_EPS,0.154,0.102,-0.1,-0.29,0.196,0.19,0.259
Goodwill_Intangibles,17.6,14.6,13.1,7.3,2.7,3.2,3.8
LT_Debt,196.7,95.3,124.6,57.2,34.8,34.2,34.8
Net_Income,2.9,1.4,-0.7,-1.5,1.1,1.1,1.5
Revenue,53.3,39.9,24.4,11.3,7.7,6.7,6.7
Shares_Diluted,18.5455,13.6893,7.0136,5.1643,5.7905,5.7905,5.7905
Total_Assets,501.3,377.7,258.9,136.8,35.7,33.7,33.4
Total_Liabilities,272.1,157.7,166.9,87.9,41.3,43.7,44.6
