AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017
Capital_Expenditures,0.4,1.0,0.5,2.2,0.7,0.9
Cash_from_Operations,-101.0,-83.5,-46.0,-41.7,76.3,-15.4
Diluted_EPS,-1.549,-2.669,-1.471,-1.439,-0.805,-0.572
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.3
Net_Income,-59.0,-95.5,-45.0,-43.3,-23.8,-16.9
Revenue,70.8,19.8,44.9,17.0,3.4,0.0
Shares_Diluted,38.1125,35.798,30.5949,30.1103,29.5964,29.5964
Total_Assets,368.6,426.3,242.4,247.4,189.3,23.2
Total_Liabilities,19.5,89.6,97.2,106.5,102.0,3.2
