AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014
Capital_Expenditures,19.5,24.4,21.3,23.4,18.2,21.9,18.0,16.8
Cash_from_Operations,-98.6,-10.0,8.8,60.9,-1.2,59.9,21.7,64.1
Diluted_EPS,-3.091,-1.747,-2.514,-0.881,0.177,0.624,-0.107,-0.685
Goodwill_Intangibles,286.2,326.9,357.9,381.4,426.8,295.1,418.8,181.7
LT_Debt,12.2,0.0,0.3,0.0,0.0,0.0,0.0,0.0
Net_Income,-114.7,-63.6,-90.9,-31.7,4.4,20.2,-3.4,-21.6
Revenue,609.9,578.1,705.3,1022.8,890.2,792.6,783.3,702.5
Shares_Diluted,37.119,36.393,36.166,36.019,32.893,32.335,32.166,31.511999999999997
Total_Assets,705.0,775.0,824.0,881.4,895.3,745.5,704.1,660.1
Total_Liabilities,347.2,315.7,332.5,309.0,292.7,279.5,242.3,203.0
