AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
Capital_Expenditures,3.4,0.8,0.7,0.6,0.7,0.5,0.4,0.5
Cash_from_Operations,11.5,11.6,13.5,9.0,10.1,8.0,9.3,5.5
Diluted_EPS,2.968,2.879,2.885,2.31,1.89,1.031,1.159,1.146
Goodwill_Intangibles,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6
LT_Debt,21.5,21.4,21.3,21.2,7.2,7.2,7.2,7.2
Net_Income,9.7,9.5,9.5,7.7,6.3,3.5,3.9,3.9
Revenue,36.2,34.7,36.4,36.3,33.2,30.8,29.4,27.5
Shares_Diluted,3.2768,3.2908,3.2999,3.3269,3.345,3.3732,3.3998,3.4044
Total_Assets,983.5,940.5,937.0,850.9,803.1,794.6,754.0,702.3
Total_Liabilities,903.9,856.9,860.8,782.0,732.1,727.8,689.6,639.9
