AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014
Capital_Expenditures,2.4,0.4,0.5,1.1,2.9,5.9,3.5,,
Cash_from_Operations,134.7,65.4,142.6,32.2,-161.0,151.8,-140.5,,
Diluted_EPS,2.437,2.393,1.411,1.752,1.633,1.26,0.799,0.325,0.245
Goodwill_Intangibles,11.1,18.0,22.6,26.3,23.4,16.2,8.9,,
LT_Debt,0.4,0.5,0.5,3.1,4.3,5.0,5.3,0.0,0.0
Net_Income,62.6,61.7,36.4,44.7,41.3,31.9,20.2,,
Revenue,147.2,108.7,77.6,83.2,72.9,60.5,43.6,,
Shares_Diluted,25.6887,25.7888,25.7985,25.5299,25.3054,25.3054,25.3054,25.3054,25.3054
Total_Assets,3427.2,3106.2,1897.5,1631.9,1432.7,1289.0,1100.1,671.4,582.6
Total_Liabilities,3077.8,2815.9,1652.7,1415.1,1264.0,1153.9,992.8,,
