AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
Capital_Expenditures,33.9,31.2,17.7,6.0,1.9,,,
Cash_from_Operations,24.9,62.0,5.5,-33.5,-60.7,-0.6,-0.6,0.0
Diluted_EPS,0.117,0.71,0.155,-0.423,-0.935,-0.475,-0.026,-0.001
Goodwill_Intangibles,49.6,54.4,59.4,46.3,51.6,,,
LT_Debt,66.2,70.8,64.5,97.5,49.2,0.0,0.0,0.0
Net_Income,15.5,94.9,17.2,-39.3,-64.8,-4.4,-0.2,0.0
Revenue,450.9,468.1,338.3,261.0,193.4,0.0,0.0,0.0
Shares_Diluted,132.3832,133.6627,111.3608,92.8404,69.3185,9.3347,7.9199,37.5
Total_Assets,449.4,443.3,294.5,220.7,163.7,312.8,311.4,0.4
Total_Liabilities,183.7,201.2,148.4,165.1,116.6,14.8,11.3,0.4
