AAII_YR_DATA,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,0.0,21.8,217.0,408.3,876.0,651.5,371.7
Cash_from_Operations,33.9,70.4,19.6,-52.2,-35.1,-50.3,-2.2
Diluted_EPS,6.422,-1.768,-8.319,-22.223,-238.573,-101.661,-18.956
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,654.3,690.4,667.4,566.0,414.0,73.6,0.0
Net_Income,44.7,-12.7,-59.7,-124.8,-510.8,-116.6,-6.3
Revenue,224.6,242.5,162.2,78.4,62.5,49.0,0.0
Shares_Diluted,6.9532,7.1827,7.1794,5.6174,2.141,1.1466,0.3327
Total_Assets,1665.6,1703.8,1643.4,1547.2,1473.1,1324.2,1105.7
Total_Liabilities,790.6,843.0,726.0,590.5,538.6,124.2,1.5
