AAII_YR_DATA,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,2263.0,1997.0,2222.0,2120.0,3771.0,6618.0,7608.0
Cash_from_Operations,1623.0,1730.0,475.0,-204.0,1234.0,4634.0,4614.0
Diluted_EPS,-49.97,29.263,-139.294,,,329.793,145.176
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,9082.0,7341.0,9921.0,9938.0,10311.0,11174.0,12904.0
Net_Income,-416.0,133.0,-631.0,-4915.0,-14856.0,1273.0,474.0
Revenue,8552.0,10294.0,9563.0,7872.0,12764.0,23125.0,19080.0
Shares_Diluted,8.325,4.545,4.53,3.82,3.31,3.86,3.265
Total_Assets,16193.0,12735.0,12425.0,13028.0,17314.0,40751.0,41782.0
Total_Liabilities,11829.0,10643.0,12921.0,14488.0,15176.0,23848.0,25787.0
