AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017
Capital_Expenditures,0.0,0.2,0.6,1.3,3.4,0.8
Cash_from_Operations,-27.8,-49.3,-44.1,-50.0,-59.8,-43.3
Diluted_EPS,-177.299,-405.407,,,,
Goodwill_Intangibles,2.1,23.8,26.4,28.5,28.5,28.5
LT_Debt,1.5,6.3,8.5,0.0,0.0,0.0
Net_Income,-58.8,-22.2,-76.1,-32.6,-73.7,-61.1
Revenue,1.3,1.1,0.5,,,
Shares_Diluted,0.3316,0.0547,0.0138,0.0067,0.0065,0.0065
Total_Assets,10.0,53.3,68.7,54.2,35.0,32.8
Total_Liabilities,34.3,40.1,83.5,70.9,103.4,95.2
