AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,4.2,10.6,10.3,12.2,24.0,40.1,46.9,18.9
Cash_from_Operations,3.3,19.7,2.5,2.6,22.3,-3.1,25.9,8.3
Diluted_EPS,-0.095,-0.015,-0.095,0.001,-0.917,-0.263,-0.198,-2.222
Goodwill_Intangibles,15.1,18.6,13.6,13.3,22.2,11.2,12.8,9.6
LT_Debt,75.1,71.1,108.2,107.4,123.4,111.0,111.3,93.7
Net_Income,-26.2,-2.6,-14.0,0.1,-106.2,-29.3,-15.3,-61.7
Revenue,45.5,71.6,66.0,113.1,123.8,118.8,134.9,120.8
Shares_Diluted,276.4711,176.1241,148.5229,125.4298,115.8333,111.5899,77.1993,77.1993
Total_Assets,147.3,188.2,164.8,184.3,193.0,280.5,298.1,281.4
Total_Liabilities,106.8,120.1,130.7,137.9,153.4,140.1,150.6,126.9
