AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017
Capital_Expenditures,0.0,0.0,0.0,0.0,0.0,0.0
Cash_from_Operations,-17.9,-8.2,-0.9,-1.4,-1.2,-0.3
Diluted_EPS,-139.417,-355.731,155.752,14.441,84.846,-1.211
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.1,4.4,0.8,0.6,0.0,0.0
Net_Income,-25.1,-29.9,4.3,0.4,2.1,0.0
Revenue,2.5,3.5,,,,
Shares_Diluted,0.1799,0.084,0.0277,0.0253,0.025,0.0258
Total_Assets,5.9,16.4,12.9,196.5,204.8,202.4
Total_Liabilities,9.6,24.3,14.1,10.3,7.4,7.2
