AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,17.4,16.7,22.4,11.6,9.6,9.1,6.8,4.0,6.9
Cash_from_Operations,208.5,286.9,196.1,82.6,81.1,75.0,87.1,16.7,68.6
Diluted_EPS,3.544,3.059,2.531,2.194,0.703,1.446,1.352,5.61,5.712999999999999
Goodwill_Intangibles,1174.8,1094.7,889.5,791.2,781.3,623.8,1096.3,879.9,534.2
LT_Debt,447.1,474.6,411.2,254.4,269.4,171.1,161.3,109.1,63.9
Net_Income,54.6,46.8,38.8,32.4,6.7,22.4,84.9,80.8,80.7
Revenue,2404.4,1933.9,1701.1,1493.0,1355.1,1108.6,973.2,636.4,795.9
Shares_Diluted,15.404,15.2925,15.3409,14.7503,14.7316,15.5253,14.6654,14.4081,14.1228
Total_Assets,2748.6,2520.1,2089.3,1664.6,1563.6,1354.5,1215.4,1125.1,871.8
Total_Liabilities,2207.6,2016.9,1667.6,1296.9,1204.4,1018.1,885.5,735.4,552.5
