AAII_YR_DATA,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,48.5,41.3,93.3,43.9,101.2,67.7,35.9
Cash_from_Operations,24.4,28.4,-1.4,-42.6,3.8,38.8,-28.6
Diluted_EPS,-2.005,-1.047,-1.586,0.188,-0.072,-4.303,-2.45
Goodwill_Intangibles,0.1,0.1,0.1,0.1,0.1,0.2,0.6
LT_Debt,192.9,207.1,230.0,131.9,84.7,17.9,16.4
Net_Income,-42.1,-22.0,-33.2,3.8,-1.4,-73.8,-53.8
Revenue,48.9,64.7,56.7,65.9,47.2,32.9,36.5
Shares_Diluted,20.9773,20.9773,20.9157,20.0801,19.3759,17.161,21.9598
Total_Assets,405.4,585.2,581.1,476.2,361.1,289.6,251.3
Total_Liabilities,368.4,512.0,480.0,348.2,248.2,165.9,153.2
