AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018
Capital_Expenditures,148.0,114.0,90.0,77.0,77.0
Cash_from_Operations,286.0,115.0,233.0,268.0,196.0
Diluted_EPS,-0.135,-0.136,-0.221,0.047,-0.045
Goodwill_Intangibles,7551.0,7808.0,3978.0,4146.0,
LT_Debt,2810.0,2864.0,4100.0,3817.0,0.0
Net_Income,-62.0,-60.0,-103.0,22.0,-21.0
Revenue,3132.0,2915.0,2728.0,2552.0,2378.0
Shares_Diluted,458.5582,439.8006,466.3785,466.3785,466.3785
Total_Assets,11235.0,10988.0,6956.0,6586.0,
Total_Liabilities,6796.0,6848.0,6273.0,5781.0,
