AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018
Capital_Expenditures,65.5,5.3,0.7,1.2,3.2
Cash_from_Operations,728.4,281.7,5.2,44.1,18.6
Diluted_EPS,-0.021,-1.06,-0.218,0.064,0.006
Goodwill_Intangibles,6610.6,6743.7,,,
LT_Debt,1624.8,1174.2,339.1,287.1,29.7
Net_Income,-9.3,-376.2,-77.8,23.0,2.0
Revenue,1369.7,823.9,249.8,190.9,121.2
Shares_Diluted,433.4313,354.9491,357.2017,357.2017,357.2017
Total_Assets,8893.1,8266.4,121.6,56.7,44.4
Total_Liabilities,7288.4,6602.8,629.3,409.5,114.4
