AAII_YR_DATA,11/30/2022,11/30/2021,11/30/2020,11/30/2019,11/30/2018,11/30/2017,11/30/2016,11/30/2015
Capital_Expenditures,0.0,0.0,0.0,,,,,
Cash_from_Operations,0.0,-0.1,0.1,-0.2,-0.1,-0.1,0.0,0.0
Diluted_EPS,-0.019,-0.025,-0.009,-0.011,-0.009,-0.008,-0.002,-0.001
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,-0.2,-0.2,-0.1,-0.1,-0.1,-0.1,0.0,0.0
Revenue,0.2,0.2,0.2,0.3,0.7,0.1,0.0,
Shares_Diluted,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
Total_Assets,0.1,0.2,0.3,0.1,0.0,0.1,0.0,0.0
Total_Liabilities,0.7,0.7,0.6,0.3,0.1,0.1,0.0,0.0
