AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,5.0,7.8,2.8,10.5,11.0,6.0,6.6,8.1,3.9
Cash_from_Operations,220.5,64.6,184.3,183.9,144.8,118.3,102.6,75.8,49.2
Diluted_EPS,2.916,1.112,3.246,2.875,2.143,1.884,1.243,0.973,1.178
Goodwill_Intangibles,579.1,507.2,459.5,424.7,379.2,322.9,630.7,500.3,298.3
LT_Debt,247.7,74.2,223.4,225.3,227.2,229.9,231.0,220.1,145.5
Net_Income,141.7,54.3,159.6,141.4,105.5,92.7,61.2,48.2,58.7
Revenue,432.3,266.1,422.8,392.0,353.5,275.2,222.7,175.5,167.4
Shares_Diluted,48.5794,48.7893,49.1808,49.1808,49.2214,49.2214,49.2283,49.5616,49.5616
Total_Assets,1134.8,901.9,856.6,773.0,704.1,671.6,620.3,584.4,539.2
Total_Liabilities,586.7,373.9,374.9,359.1,353.6,346.6,329.3,298.9,226.8
