AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017
Capital_Expenditures,12.3,4.2,0.3,2.6,2.9,1.7
Cash_from_Operations,35.2,-4.3,43.3,1.5,-18.1,20.8
Diluted_EPS,-0.131,-0.29,-0.111,-0.147,-1.489,-0.021
Goodwill_Intangibles,1091.8,1114.0,990.6,1002.8,1023.2,
LT_Debt,174.3,137.5,89.6,270.9,265.2,0.0
Net_Income,-11.0,-23.9,-9.2,-12.2,-123.6,-1.7
Revenue,254.3,190.6,200.7,199.1,153.9,138.0
Shares_Diluted,83.651,82.254,83.0116,83.0116,83.0116,83.0116
Total_Assets,1512.8,1475.1,1403.7,1240.7,1235.0,
Total_Liabilities,581.5,536.7,441.1,617.1,577.5,
