AAII_YR_DATA,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
Capital_Expenditures,0.0,0.0,0.0,0.0,0.0
Cash_from_Operations,137.2,100.7,107.0,88.5,64.7
Diluted_EPS,-3.229,-1.396,1.993,0.585,0.62
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0
LT_Debt,4962.4,5609.3,389.7,502.4,826.1
Net_Income,-414.5,-168.5,88.5,76.1,80.6
Revenue,557.6,475.8,164.4,142.1,112.7
Shares_Diluted,128.391,120.677,44.399,130.0,130.0
Total_Assets,7414.3,8660.7,1839.4,1802.2,2057.0
Total_Liabilities,5295.3,5953.8,759.6,576.3,949.1
