AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Capital_Expenditures,0.2,0.5,0.4,0.3,0.7,0.5,0.3
Cash_from_Operations,22.4,19.4,14.9,19.4,13.3,10.5,9.4
Diluted_EPS,1.352,1.203,0.877,0.854,0.678,0.533,0.508
Goodwill_Intangibles,7.8,8.1,8.4,8.7,8.4,0.1,0.1
LT_Debt,19.6,19.5,44.1,24.5,24.4,24.3,24.2
Net_Income,25.0,21.9,15.5,15.8,10.9,7.7,6.9
Revenue,80.7,68.4,67.1,66.7,51.9,40.3,32.6
Shares_Diluted,18.484,18.2263,17.6675,18.5313,16.0275,14.4318,13.6531
Total_Assets,2344.3,2202.9,1821.5,1537.3,1351.6,1053.2,909.3
Total_Liabilities,2141.9,1993.1,1632.0,1358.2,1193.2,954.9,829.5
