AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018
Capital_Expenditures,5.5,2.8,2.9,2.9,10.2
Cash_from_Operations,-27.6,65.1,95.3,23.8,-2.5
Diluted_EPS,2.323,1.233,0.823,0.38,0.184
Goodwill_Intangibles,177.2,181.1,31.2,12.2,0.0
LT_Debt,966.2,763.4,319.9,232.5,177.8
Net_Income,247.8,117.5,75.0,34.6,16.7
Revenue,3342.3,1923.9,1133.8,744.3,522.3
Shares_Diluted,106.6912,95.3136,91.0815,91.0815,91.0815
Total_Assets,2371.1,1894.2,733.7,514.9,375.4
Total_Liabilities,1583.4,1361.9,553.6,383.9,312.9
