AAII_YR_DATA,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012
Capital_Expenditures,,,,0.0,0.0,0.4,
Cash_from_Operations,0.0,0.0,0.0,-0.1,-0.2,-0.3,-0.1
Diluted_EPS,-0.003,-0.006,-0.24,2.528,-0.683,-0.925,-0.881
Goodwill_Intangibles,0.1,0.2,0.0,,,,
LT_Debt,0.0,0.0,0.0,0.0,0.3,0.6,0.0
Net_Income,-0.2,-0.2,-0.2,1.8,-0.5,-0.6,-0.6
Revenue,,0.0,0.0,0.0,0.0,0.0,0.0
Shares_Diluted,70.697,30.697,0.697,0.697,0.697,0.697,0.697
Total_Assets,0.1,0.2,0.0,0.0,0.0,0.6,0.0
Total_Liabilities,0.7,0.6,0.2,0.1,1.8,1.9,0.7
