AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,54.0,61.0,71.0,97.0,52.0,46.0,33.0,36.0
Cash_from_Operations,-8029.0,-17083.0,-23378.0,-25322.0,-16340.0,-9547.0,-8145.0,-1561.4
Diluted_EPS,9.521,3.809,3.206,1.083,2.656,2.239,-1.715,4.367
Goodwill_Intangibles,486.0,461.0,480.0,291.0,335.0,296.0,257.8,284.7
LT_Debt,641.0,496.0,495.0,494.0,493.0,247.0,331.2,353.2
Net_Income,538.0,218.0,187.0,63.0,153.0,128.0,-96.5,246.8
Revenue,819.0,794.0,683.0,527.0,417.0,355.0,285.6,330.7
Shares_Diluted,56.5058,57.239,58.323,58.1783,57.5977,57.1645,56.2465,56.5182
Total_Assets,31038.0,23266.0,18531.0,16912.0,14053.0,13715.0,9839.9,9407.3
Total_Liabilities,28837.0,21478.0,16961.0,15513.0,12717.0,12186.0,8467.0,7981.4
