AAII_YR_DATA,09/30/2021,09/30/2020,09/30/2019,09/30/2018,09/30/2017,09/30/2016,09/30/2015,09/30/2014
Capital_Expenditures,,0.0,0.4,2.8,0.3,1.1,8.8,2.4
Cash_from_Operations,-54.3,-31.8,-32.3,-33.0,-15.5,-45.5,-27.5,-7.0
Diluted_EPS,-0.348,-0.674,-1.981,-9.736,-13.33,-29.345,-18.594,-7.247999999999998
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,10.9,0.9,3.4,3.6,13.4,2.6,6.1,3.7
Net_Income,-53.2,-48.9,-36.0,-48.0,-40.0,-63.1,-53.0,-20.7
Revenue,,0.0,8.1,3.1,3.8,3.0,5.2,9.1
Shares_Diluted,152.6761,72.5556,18.1918,4.9322,3.0028,2.1516,2.8503,2.8503
Total_Assets,22.8,19.7,17.1,22.3,20.7,25.4,35.0,11.6
Total_Liabilities,18.2,16.9,27.9,43.1,51.5,30.6,63.6,35.2
