AAII_YR_DATA,01/31/2023,01/31/2022,01/31/2021,01/31/2020,01/31/2019,01/31/2018
Capital_Expenditures,18.9,5.5,4.3,5.8,8.0,2.8
Cash_from_Operations,-15.4,-19.2,9.2,-9.0,-4.6,-16.0
Diluted_EPS,-0.929,-0.511,-0.462,-0.308,-0.249,-0.207
Goodwill_Intangibles,992.3,1021.6,80.3,81.9,,
LT_Debt,84.4,33.5,15.9,0.0,0.0,0.0
Net_Income,-102.7,-49.4,-40.5,-27.6,-22.3,-18.6
Revenue,408.3,273.9,204.3,138.2,91.5,58.1
Shares_Diluted,110.6157,96.7225,87.6783,89.6431,89.6431,89.6431
Total_Assets,1327.3,1301.0,563.4,250.2,120.0,113.0
Total_Liabilities,303.2,233.4,138.2,82.9,53.9,35.0
