AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
Capital_Expenditures,50.7,53.8,41.0,80.3,84.2,129.1,77.3,43.9
Cash_from_Operations,49.1,549.5,-38.2,269.3,-2.2,4.4,-335.1,-43.6
Diluted_EPS,0.861,1.104,-0.999,0.001,-0.858,-1.058,-2.155,-2.273
Goodwill_Intangibles,2940.0,3004.1,3089.2,3031.7,2906.7,3071.3,3025.6,
LT_Debt,3211.7,3220.5,3235.7,2620.3,2644.2,2784.0,2624.6,0.0
Net_Income,196.4,250.0,-220.5,0.2,-185.8,-220.5,-449.1,-473.7
Revenue,10105.7,9388.7,7843.7,8751.0,8219.9,6923.9,6215.7,4193.2
Shares_Diluted,228.0,226.5,220.8,224.5,216.6,208.422,208.422,208.422
Total_Assets,7949.3,7890.4,7337.9,7163.4,6546.0,5797.9,5681.9,
Total_Liabilities,6288.0,6442.6,6243.2,5862.1,5185.9,5294.0,5091.9,
