AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Capital_Expenditures,0.1,0.0,0.0,0.1,0.8,0.0
Cash_from_Operations,-15.8,-54.5,-81.9,-77.3,-30.6,-11.3
Diluted_EPS,-8.407,-32.489,-106.548,-80.445,-33.56,-15.366
Goodwill_Intangibles,3.4,,,,,
LT_Debt,24.9,35.9,7.6,13.1,0.0,0.0
Net_Income,-91.6,-52.0,-103.1,-77.1,-29.4,-13.5
Revenue,,0.0,0.0,0.9,0.5,0.0
Shares_Diluted,10.8917,1.6007,0.9679,0.9579,0.8762,0.8762
Total_Assets,91.5,32.8,25.8,97.9,46.8,26.9
Total_Liabilities,41.3,83.4,52.0,26.2,7.2,4.2
