AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Capital_Expenditures,,,,0.1,0.3,0.2,0.0
Cash_from_Operations,-16.6,-13.6,-20.1,-45.1,-47.1,-25.3,-13.2
Diluted_EPS,-4.686,-4.364,-9.043,-23.049,-28.613,-18.885,-8.303
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,1.1,0.0,0.0,0.0,3.7
Net_Income,-22.2,-17.2,-23.5,-45.1,-55.8,-35.8,-15.7
Revenue,8.6,5.5,3.5,2.4,1.0,0.8,0.3
Shares_Diluted,4.729,3.9454,2.6,1.9588,1.9509,1.8953,1.8953
Total_Assets,24.8,42.8,31.5,35.5,73.5,39.2,0.6
Total_Liabilities,7.7,6.2,8.5,11.2,8.0,7.0,8.6
