AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Capital_Expenditures,988.3,578.1,159.8,241.9,374.7,157.9,92.8
Cash_from_Operations,-547.9,278.7,276.5,-1236.1,-1121.3,-648.4,-312.0
Diluted_EPS,-1.261,-0.953,-0.672,-1.571,-3.222,-1.045,-0.486
Goodwill_Intangibles,30.1,28.2,29.0,29.8,30.8,0.6,0.9
LT_Debt,1544.9,1384.8,849.4,1026.6,165.5,91.0,5.3
Net_Income,-2063.5,-1498.4,-795.2,-1617.6,-3306.3,-1071.7,-498.5
Revenue,6982.8,5121.6,2304.2,1109.0,701.7,,
Shares_Diluted,1636.999,1572.702,1182.661,1029.932,1026.01,1026.01,1026.01
Total_Assets,13643.5,11747.1,7744.4,2066.7,2670.6,1483.6,250.9
Total_Liabilities,10260.7,6827.7,3893.8,2959.6,1701.5,342.0,115.3
