AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017
Capital_Expenditures,2.1,2.4,7.1,3.4,3.1,8.7
Cash_from_Operations,-53.9,-57.3,-45.0,-35.6,8.0,-12.5
Diluted_EPS,-2.694,-2.513,-1.329,-2.149,-1.039,-0.705
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,1.8,3.3,0.1,0.5
Net_Income,-74.7,-69.4,-36.6,-33.7,-22.8,-15.5
Revenue,,0.0,22.4,6.3,,
Shares_Diluted,27.7442,27.616,27.5322,15.6955,21.9354,21.9354
Total_Assets,184.2,242.4,306.6,356.2,147.6,19.5
Total_Liabilities,16.6,9.0,12.9,34.7,32.3,3.9
