AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017
Capital_Expenditures,,,,,0.0,0.0
Cash_from_Operations,-9.3,-12.1,-6.1,-4.9,-2.1,-0.5
Diluted_EPS,-9.496,-16.025,-14.555,-21.017,-12.401,-5.346
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,-11.4,-14.3,-7.2,-7.7,-2.5,-2.0
Revenue,,0.0,0.0,0.0,0.0,0.0
Shares_Diluted,1.1975,0.8932,0.4945,0.3666,0.2012,0.377
Total_Assets,6.8,11.0,5.2,2.8,0.5,1.2
Total_Liabilities,1.6,1.1,0.6,0.4,0.3,0.0
