AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017
Capital_Expenditures,1049.0,237.0,114.5,61.0,,
Cash_from_Operations,504.0,147.0,1.3,-0.8,-1.1,0.0
Diluted_EPS,1.927,0.586,-1.107,-0.227,0.083,0.0
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,704.3,97.9,0.0,0.0,0.0,0.0
Net_Income,213.9,55.6,-101.5,-11.6,4.3,0.0
Revenue,755.7,220.1,24.6,8.1,0.0,
Shares_Diluted,111.164,94.772,91.629,50.9327,51.75,46.35
Total_Assets,2279.5,819.0,537.9,497.9,419.5,0.2
Total_Liabilities,1109.8,265.9,63.7,33.2,0.4,0.2
