AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017
Capital_Expenditures,0.0,0.3,0.5,0.6,0.3,0.3
Cash_from_Operations,-43.4,-68.0,-59.5,-46.7,-22.2,-23.4
Diluted_EPS,-2.297,-3.123,-2.984,-2.382,-1.214,-1.155
Goodwill_Intangibles,3.1,3.1,3.1,3.1,3.1,3.1
LT_Debt,139.6,128.1,63.4,43.3,20.2,0.0
Net_Income,-62.2,-80.5,-74.2,-59.1,-29.6,-28.1
Revenue,,0.0,0.0,0.0,0.0,0.0
Shares_Diluted,27.0867,25.7895,24.8698,24.8116,24.3621,24.3621
Total_Assets,44.0,83.3,84.1,123.4,88.1,18.9
Total_Liabilities,153.2,141.3,78.0,53.8,27.0,4.8
