AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014
Capital_Expenditures,3.3,0.0,,,,,
Cash_from_Operations,-182.4,-142.8,-95.5,-83.8,-66.0,-37.6,-42.9
Diluted_EPS,-6.006,2.001,-22.32,-5.722,-0.527,-1.252,-1.243
Goodwill_Intangibles,2367.8,2367.8,,,,,
LT_Debt,1789.0,1621.0,1167.3,659.6,553.8,363.1,282.6
Net_Income,-168.5,70.5,-136.1,-33.3,-3.1,-6.0,-6.1
Revenue,124.4,92.3,,64.1,69.5,39.6,30.5
Shares_Diluted,28.0633,35.2194,6.0982,5.826,5.9673,5.9068,4.9097
Total_Assets,3565.0,3675.8,1480.9,818.9,643.2,395.9,323.1
Total_Liabilities,3452.6,3362.5,1199.8,685.2,575.9,379.7,300.7
