AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017
Capital_Expenditures,0.4,0.3,0.2,0.1,0.7,1.1
Cash_from_Operations,-69.6,-54.2,-49.8,-51.0,-30.7,-26.9
Diluted_EPS,-1.494,-1.696,-1.781,-3.554,-7.967,-1.346
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,25.1,25.2,24.9,24.9,20.0
Net_Income,-81.2,-64.6,-56.5,-59.1,-36.2,-30.9
Revenue,,0.0,0.0,0.0,0.0,0.0
Shares_Diluted,54.3558,38.1104,31.7477,16.6249,4.5464,22.9884
Total_Assets,18.9,57.7,109.6,94.4,81.8,48.8
Total_Liabilities,14.8,35.7,34.2,34.1,33.8,26.3
