AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Capital_Expenditures,0.0,0.1,0.3,1.9,2.9,0.0,0.0
Cash_from_Operations,-15.5,-13.1,-12.6,-22.9,-7.6,-8.5,-7.7
Diluted_EPS,-1.122,-0.754,-1.214,-1.927,-3.567,-3.206,-2.972
Goodwill_Intangibles,6.5,18.9,19.5,,,,
LT_Debt,0.2,0.0,0.0,0.0,0.0,0.4,0.0
Net_Income,-22.4,-14.4,-23.1,-35.5,-16.1,-15.8,-14.7
Revenue,26.0,50.7,46.8,91.4,92.3,39.8,16.6
Shares_Diluted,19.9712,19.1745,19.0275,18.4326,4.5202,4.935,4.935
Total_Assets,33.3,50.0,67.2,80.4,102.9,16.0,7.0
Total_Liabilities,19.0,22.5,26.4,20.3,17.6,25.1,16.0
