AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,40.8,34.3,40.7,49.1,41.1,28.3,20.7,23.7,21.2
Cash_from_Operations,31.3,20.4,18.9,29.1,35.8,29.8,28.4,18.5,21.0
Diluted_EPS,1.785,1.795,1.6,1.536,1.513,1.414,1.255,1.065,0.9390000000000001
Goodwill_Intangibles,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
LT_Debt,143.3,142.3,144.2,115.9,105.6,102.3,103.6,105.0,105.5
Net_Income,16.8,16.8,14.9,14.3,14.0,13.0,11.3,9.5,8.3
Revenue,90.9,88.1,83.6,80.4,82.2,79.1,77.0,72.5,69.1
Shares_Diluted,9.426,9.369,9.326,9.293,9.242,9.161,9.005,8.926,8.836
Total_Assets,624.7,593.2,560.4,529.8,494.6,451.0,431.6,422.2,403.8
Total_Liabilities,446.7,423.8,400.1,376.6,348.0,312.0,299.3,296.6,282.0
