AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017
Capital_Expenditures,11.1,7.2,2.3,6.3,3.5,2.2
Cash_from_Operations,-240.2,-171.2,-112.4,-204.4,-139.0,-117.0
Diluted_EPS,-2.378,-2.341,-2.286,-3.608,-3.582,-3.403
Goodwill_Intangibles,,0.3,0.5,0.1,0.4,0.5
LT_Debt,8.7,8.6,9.8,6.9,0.0,0.0
Net_Income,-238.2,-226.9,-183.7,-253.8,-170.1,-161.6
Revenue,221.9,177.9,159.4,179.5,129.1,93.1
Shares_Diluted,100.1748,96.9178,80.3488,70.3279,47.4819,47.4819
Total_Assets,330.2,578.1,436.5,333.3,142.0,71.5
Total_Liabilities,155.5,165.1,161.2,128.0,92.1,68.3
