AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,08/31/2013
Capital_Expenditures,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Cash_from_Operations,0.2,0.1,-0.6,-0.1,-1.1,-1.8,-1.8,-0.9,0.0
Diluted_EPS,0.001,0.0,17.588,-85.937,,,,,-11.287
Goodwill_Intangibles,,,,0.0,0.0,0.8,1.0,0.0,
LT_Debt,0.1,0.1,0.1,0.0,0.0,0.6,0.1,0.2,0.0
Net_Income,0.1,0.0,0.8,-4.0,-1.5,-2.2,-2.8,-1.2,0.0
Revenue,0.5,0.7,1.6,2.2,0.2,0.4,0.3,0.1,0.0
Shares_Diluted,73.5907,49.8162,0.0433,0.0464,,,,,0.0033
Total_Assets,0.8,0.6,0.6,0.3,0.0,1.5,1.4,1.0,0.0
Total_Liabilities,0.7,0.6,0.6,2.4,0.1,1.1,1.0,0.9,0.0
