AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,10.4,8.2,8.3,9.4,11.8,14.9,14.8,18.3,10.5,10.1
Cash_from_Operations,86.1,-5.9,43.6,21.8,-0.6,11.4,16.7,66.3,-79.1,-22.4
Diluted_EPS,8.862,-0.979,-4.274,-21.567,-18.338,-38.932,0.746,5.368,5.181,-24.282
Goodwill_Intangibles,35.1,36.4,37.4,38.6,52.7,57.9,78.9,88.7,95.7,104.6
LT_Debt,41.6,93.4,150.4,175.0,139.8,133.5,203.0,209.2,215.0,100.0
Net_Income,90.0,-7.3,-15.5,-56.0,-42.4,-83.1,1.2,23.3,21.5,-53.9
Revenue,796.2,621.1,515.9,598.6,567.8,613.1,706.6,745.7,810.1,632.9
Shares_Diluted,10.155,7.498,3.634,2.598,2.3104,2.1341,1.6665,4.3321,4.1516,2.22
Total_Assets,405.3,357.0,329.4,365.2,342.8,370.3,464.3,499.6,561.8,449.8
Total_Liabilities,255.2,297.4,315.9,361.8,292.1,276.8,330.0,346.6,417.2,301.2
