AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,650.2,26.4,124.4,278.1,257.5,257.7,172.3,93.7,75.2
Cash_from_Operations,73.2,59.9,49.5,42.2,36.6,19.1,14.2,7.8,7.2
Diluted_EPS,10.805,-0.061,-0.128,0.816,-0.055,-0.128,-0.531,-0.591,-0.46399999999999997
Goodwill_Intangibles,68.9,44.1,67.5,75.5,65.1,56.2,41.0,29.4,28.2
LT_Debt,664.0,677.3,607.3,645.4,489.5,370.1,341.3,189.9,109.9
Net_Income,477.0,-2.9,-5.6,30.7,-1.7,-2.6,-6.6,-5.0,-4.1
Revenue,164.0,160.8,156.3,129.5,106.5,72.5,55.1,36.9,20.5
Shares_Diluted,44.145,47.223,43.997,37.67,30.198,20.46,12.409,8.4757,8.9127
Total_Assets,1601.5,1157.3,1228.5,1100.4,896.5,661.5,440.2,301.5,143.0
Total_Liabilities,731.9,740.4,680.5,703.0,536.9,407.3,374.4,221.4,116.4
