AAII_YR_DATA,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,0.0,0.0,,,,,
Cash_from_Operations,-3.7,-0.6,-0.5,-0.8,-0.2,-0.2,-0.2
Diluted_EPS,-0.022,-0.008,-0.004,-0.003,-0.004,-0.004,-0.004
Goodwill_Intangibles,6.2,0.0,0.0,0.0,0.0,,
LT_Debt,0.1,0.4,0.3,0.0,0.0,0.0,0.0
Net_Income,-4.7,-1.5,-1.3,-0.9,-1.0,-0.9,-0.6
Revenue,13.3,1.0,0.6,0.7,0.7,0.7,0.4
Shares_Diluted,218.4542,181.4891,313.0394,280.8931,271.9858,212.9218,167.003
Total_Assets,13.4,1.9,0.5,0.2,0.4,0.5,0.1
Total_Liabilities,9.6,3.9,3.7,3.3,3.3,2.7,4.2
