AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Capital_Expenditures,0.1,0.4,0.3,3.2,5.3,0.1,0.0
Cash_from_Operations,5.8,-126.3,-136.5,-158.4,-81.0,-50.2,-21.9
Diluted_EPS,2.604,-2.303,-2.61,-2.995,-2.086,-1.339,-0.495
Goodwill_Intangibles,18.3,19.3,,,,,
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,183.4,-157.9,-161.4,-161.9,-103.2,-64.9,-24.0
Revenue,220.2,38.5,,,,,
Shares_Diluted,70.4213,68.5768,61.8427,54.0495,49.4896,48.4408,48.4408
Total_Assets,459.7,232.8,349.5,254.5,322.0,47.5,56.5
Total_Liabilities,63.5,47.8,37.5,29.1,42.7,17.4,2.3
