AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017
Capital_Expenditures,0.2,0.2,0.3,0.7,2.3,0.1
Cash_from_Operations,-0.7,27.6,-2.4,-22.5,-6.5,-1.6
Diluted_EPS,0.075,-0.31,-1.03,-3.215,-0.305,0.008
Goodwill_Intangibles,0.2,0.1,0.1,0.1,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,3.1,-12.7,-39.7,-120.5,-11.4,0.3
Revenue,45.7,44.9,54.8,92.9,42.4,17.1
Shares_Diluted,41.3819,41.0027,38.5548,37.4943,37.4943,37.4943
Total_Assets,81.0,71.1,82.0,129.1,58.9,31.4
Total_Liabilities,33.1,28.7,28.0,38.8,13.1,6.4
