AAII_YR_DATA,06/30/2019,06/30/2018,06/30/2017,06/30/2016,06/30/2015,06/30/2014,06/30/2013
Capital_Expenditures,,0.0,0.0,0.0,0.4,0.9,0.0
Cash_from_Operations,-6.2,-6.1,-8.5,-8.6,-11.8,-9.5,-13.0
Diluted_EPS,-7.743,-7.008,-19.479,-17.016,-32.027,-13.787,-21.201
Goodwill_Intangibles,0.8,1.0,1.0,1.8,0.9,1.0,2.1
LT_Debt,5.8,5.4,0.0,0.0,0.0,0.0,0.0
Net_Income,-10.7,-9.6,-26.5,-23.1,-37.9,-14.2,-19.9
Revenue,,1.5,0.2,0.7,15.5,17.5,0.6
Shares_Diluted,1.384,1.3705,1.3616,1.3559,1.1828,1.0331,0.9402
Total_Assets,2.7,14.3,15.3,55.2,73.8,91.7,88.4
Total_Liabilities,7.6,9.0,1.0,13.4,13.9,9.8,9.2
