AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,0.2,0.0,0.0,0.0,0.8,,23.3,0.0,14.6
Cash_from_Operations,-1.2,0.0,0.9,-0.9,-0.3,-1.2,23.0,3.6,7.9
Diluted_EPS,-2.444,-9.308,-0.665,-39.621,-11.208,-49.54,-60.338,-16.776,-1.08
Goodwill_Intangibles,,,0.0,0.0,0.6,0.8,2.2,5.2,5.1
LT_Debt,4.7,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,-12.6,-27.4,-1.3,-59.3,-12.5,-45.6,-51.4,-4.8,-0.3
Revenue,30.7,25.9,46.4,70.6,116.5,112.5,144.2,162.7,140.7
Shares_Diluted,5.1477,2.9403,2.0252,1.4977,1.1132,0.9207,0.8513,0.2838,0.2838
Total_Assets,25.2,31.9,51.3,52.0,117.0,132.0,186.1,271.9,260.4
Total_Liabilities,18.0,18.1,12.7,12.9,18.5,22.5,32.1,44.8,46.3
