AAII_YR_DATA,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,0.2,1.4,3.2,1.1,0.4,0.7,
Cash_from_Operations,-16.5,-11.3,5.9,0.9,-2.7,-0.1,
Diluted_EPS,0.637,-0.374,-0.389,0.079,-0.128,-0.369,-0.446
Goodwill_Intangibles,8.6,7.8,6.4,8.5,2.6,2.4,
LT_Debt,0.0,0.0,0.0,0.0,1.4,0.0,0.0
Net_Income,3.4,-2.1,-2.1,0.5,-0.8,-2.2,-2.6
Revenue,25.2,21.3,16.9,14.2,12.5,11.8,11.8
Shares_Diluted,5.3836,5.5707,5.4685,5.8687,5.8687,5.8687,5.8687
Total_Assets,631.0,614.3,531.9,481.2,383.2,359.4,373.7
Total_Liabilities,552.5,536.4,450.4,397.9,350.7,325.8,
