AAII_YR_DATA,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,0.5,0.1,0.1,0.2,0.2,0.3,0.1
Cash_from_Operations,2.1,1.2,-0.4,-0.2,0.1,1.0,0.9
Diluted_EPS,0.134,0.325,0.054,0.076,0.082,0.081,0.316
Goodwill_Intangibles,1.4,1.4,1.4,1.4,1.4,1.4,1.4
LT_Debt,0.4,0.6,0.6,1.0,1.4,1.6,1.9
Net_Income,1.3,3.1,0.5,0.7,0.8,0.8,3.0
Revenue,113.7,104.7,92.3,87.3,81.1,81.0,88.5
Shares_Diluted,9.4395,9.4395,9.4395,9.4395,9.4396,9.4396,9.4466
Total_Assets,35.9,36.7,33.5,31.5,29.7,29.4,28.1
Total_Liabilities,20.0,22.8,22.7,21.2,20.2,20.6,20.1
