AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017
Capital_Expenditures,22.9,37.5,18.3,24.8,13.4,11.6
Cash_from_Operations,-91.6,-142.2,-134.4,-54.5,-47.2,-38.6
Diluted_EPS,-2.048,-2.583,-2.008,-2.144,-1.024,-0.664
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,449.8,348.4,149.2,0.0,3.2,10.7
Net_Income,-196.4,-236.1,-175.8,-101.8,-84.7,-54.9
Revenue,603.5,467.7,299.9,316.4,213.7,137.5
Shares_Diluted,95.9212,91.4096,87.5874,47.4785,82.7007,82.7007
Total_Assets,615.6,754.9,605.1,465.2,135.4,76.0
Total_Liabilities,785.7,681.8,413.8,128.0,98.9,79.6
