AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,58.9,31.9,36.5,25.2,20.3,9.0,6.8,4.0,3.6,2.6
Cash_from_Operations,183.6,140.2,201.2,48.4,146.0,182.7,119.3,104.7,77.2,35.3
Diluted_EPS,5.293,3.513,3.494,1.687,3.736,3.431,3.184,-3.89,1.145,0.789
Goodwill_Intangibles,471.0,371.6,378.9,386.9,156.8,87.3,70.2,76.9,81.1,177.2
LT_Debt,353.3,372.7,304.5,321.5,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,199.7,134.7,134.7,64.9,147.0,137.9,127.5,-158.5,47.0,32.1
Revenue,1845.4,1456.0,1415.8,788.9,718.9,671.0,483.7,414.8,367.3,299.4
Shares_Diluted,37.721,38.355,38.542,38.495,39.352,40.176,40.031,40.746,41.034,40.667
Total_Assets,1992.2,1817.3,1647.7,1532.4,816.5,733.3,571.5,462.5,684.6,653.0
Total_Liabilities,925.9,946.5,832.9,855.7,209.7,212.7,179.5,198.9,209.6,188.5
