AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017
Capital_Expenditures,847.0,1354.0,373.0,406.0,171.0,226.0
Cash_from_Operations,1276.0,395.0,992.0,1356.0,981.0,513.0
Diluted_EPS,4.154,2.615,-7.568,0.958,0.441,-0.035
Goodwill_Intangibles,931.0,1067.0,1203.0,1190.0,828.0,
LT_Debt,12754.0,12406.0,12298.0,11680.0,5179.0,0.0
Net_Income,1503.0,946.0,-2738.0,165.0,76.0,-6.0
Revenue,3778.0,3367.0,3087.0,3226.0,2164.0,2035.0
Shares_Diluted,361.8187,361.8035,361.7806,172.3161,172.3158,172.3158
Total_Assets,43288.0,41986.0,39473.0,35757.0,23368.0,
Total_Liabilities,37415.0,38319.0,38296.0,28409.0,15685.0,
