AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash_from_Operations,-4.7,-0.5,-0.1,0.0,0.0,0.0,0.0,-0.1,0.0
Diluted_EPS,-0.04,-0.047,-0.002,-0.003,-0.005,-0.006,-0.006,-0.006999999999999999,0.0
Goodwill_Intangibles,12.2,0.4,,0.0,0.0,0.0,,,
LT_Debt,12.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,-14.3,-0.9,0.0,-0.1,-0.1,-0.1,-0.1,-0.1,0.0
Revenue,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shares_Diluted,352.8436,19.4539,17.4628,16.4493,11.7471,11.302,11.302,11.302,113.02
Total_Assets,16.8,0.5,0.0,0.0,0.0,0.1,0.0,0.0,0.0
Total_Liabilities,20.4,0.7,0.4,0.4,0.4,0.3,0.3,0.2,0.2
