AAII_YR_DATA,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,4.0,5.7,6.6,3.5,8.3,12.4,11.6
Cash_from_Operations,10.8,-23.8,-70.8,-35.0,-22.1,-75.1,74.4
Diluted_EPS,-17.619,-18.573,11.432,-3.722,-8.906,-5.111,-1.703
Goodwill_Intangibles,8.2,8.2,8.2,4.1,23.2,69.5,138.8
LT_Debt,271.7,246.0,199.9,286.5,310.6,309.4,245.6
Net_Income,-38.5,-37.1,22.9,-108.0,-209.8,-119.4,-39.5
Revenue,559.6,582.0,518.9,533.2,637.9,841.7,1053.1
Shares_Diluted,2.186,2.0,2.0,29.009,23.553,23.359,23.214
Total_Assets,330.3,330.4,332.3,329.3,493.5,710.7,679.8
Total_Liabilities,371.4,339.8,298.3,364.5,446.5,458.0,369.9
