AAII_YR_DATA,06/30/2021,06/30/2020,06/30/2019,06/30/2018,06/30/2017,06/30/2016,06/30/2015,06/30/2014,06/30/2013
Capital_Expenditures,0.0,0.0,0.0,0.0,,,,0.0,0.0
Cash_from_Operations,0.1,1.2,-0.8,0.4,0.0,0.0,-0.1,0.0,0.0
Diluted_EPS,-0.009,-0.034,-0.015,-0.01,0.003,-0.015,-0.012,-0.009000000000000001,-0.013
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,-1.2,-4.8,-1.8,-0.5,0.0,-0.1,-0.1,-0.1,-0.1
Revenue,0.8,0.5,0.5,0.0,0.1,,,0.0,
Shares_Diluted,139.3144,139.3144,122.7097,49.0082,9.9289,9.91,9.8772,9.8285,9.5579
Total_Assets,26.5,25.4,27.7,24.5,0.1,0.0,0.0,0.0,0.0
Total_Liabilities,6.6,4.8,2.3,1.8,0.0,0.1,0.0,0.0,0.0
