AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,39.2,47.3,70.6,24.1,24.7,32.5,12.2,21.7,23.1,14.0
Cash_from_Operations,215.3,230.9,125.6,224.5,84.0,82.0,97.9,92.2,85.6,98.7
Diluted_EPS,2.927,2.675,1.17,3.244,1.161,0.452,0.825,0.659,0.966,0.941
Goodwill_Intangibles,98.4,100.9,104.4,108.7,113.0,117.3,123.4,130.0,116.1,120.9
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,170.9,164.4,71.2,193.5,70.0,27.6,48.9,39.2,59.5,57.3
Revenue,651.1,703.3,488.3,420.7,416.0,431.8,389.7,344.6,348.8,347.1
Shares_Diluted,58.371,61.467,60.845,59.632,60.294,61.09,59.238,59.392,61.658,60.84
Total_Assets,840.1,1014.5,903.3,803.9,588.7,621.1,554.4,487.5,493.7,501.4
Total_Liabilities,84.9,102.5,92.9,79.3,61.6,73.4,51.3,58.9,63.0,64.7
