AAII_YR_DATA,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012
Capital_Expenditures,,0.5,3.5,11.3,1.7,1.4,3.6
Cash_from_Operations,-1.1,-2.9,-2.7,-3.2,-4.4,-2.6,-4.3
Diluted_EPS,0.073,-0.402,-0.381,-0.23,-0.243,-0.205,-0.615
Goodwill_Intangibles,24.9,25.0,31.2,31.6,33.2,32.5,36.4
LT_Debt,1.2,1.2,5.6,1.0,10.1,13.0,4.4
Net_Income,2.7,-12.9,-10.7,-6.2,-6.3,-5.1,-14.5
Revenue,,0.7,0.3,1.0,2.4,2.1,1.1
Shares_Diluted,37.408,32.118,28.147,26.782,25.966,24.636,23.66
Total_Assets,30.7,38.2,47.8,47.9,43.0,41.7,44.5
Total_Liabilities,43.6,57.8,56.8,47.7,37.1,26.1,26.3
