AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Capital_Expenditures,3.2,2.1,1.0,3.0,0.6,0.6,
Cash_from_Operations,80.4,26.0,36.2,-1.5,2.3,-9.5,
Diluted_EPS,0.304,0.655,0.469,-0.104,-0.067,-0.164,0.144
Goodwill_Intangibles,12.0,12.5,13.1,14.3,15.7,17.2,
LT_Debt,0.0,0.0,0.0,0.0,0.0,1.6,0.0
Net_Income,30.4,65.8,46.5,-8.6,-5.5,-13.5,
Revenue,786.9,500.6,344.9,229.7,105.4,48.6,22.1
Shares_Diluted,99.9572,100.358,99.0555,82.1748,82.1748,82.1748,82.1748
Total_Assets,543.0,358.1,253.9,150.4,41.3,35.0,32.2
Total_Liabilities,166.0,106.2,87.0,36.2,30.2,24.3,
