AAII_YR_DATA,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014
Capital_Expenditures,34.4,34.9,28.2,30.5,12.5,9.2
Cash_from_Operations,145.7,69.2,77.3,33.1,36.8,-4.0
Diluted_EPS,0.929,-0.284,1.988,-0.946,-0.874,-0.043
Goodwill_Intangibles,609.6,630.8,617.3,653.3,443.5,89.0
LT_Debt,528.4,584.0,581.9,734.0,300.3,178.3
Net_Income,40.2,-12.2,82.5,-28.4,-37.4,-1.8
Revenue,2154.5,2044.3,1790.1,1392.5,820.6,508.9
Shares_Diluted,43.3075,42.8929,41.4907,29.9742,42.7742,42.7742
Total_Assets,1411.8,1316.7,1354.3,1321.0,763.4,274.3
Total_Liabilities,1003.6,950.4,975.6,992.5,472.6,228.4
