AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,4.0,8.2,25.3,40.4,16.7,6.0,0.8,0.3
Cash_from_Operations,-16.8,-18.4,-13.3,0.4,-0.4,-15.5,-3.9,-0.6
Diluted_EPS,-14.667,-4.666,-6.765,-2.849,-2.258,0.994,0.853,-0.32
Goodwill_Intangibles,23.5,45.1,48.8,56.5,52.9,54.7,10.6,2.0
LT_Debt,162.3,186.4,139.6,121.0,111.4,103.0,103.5,3.0
Net_Income,-122.0,-25.1,-36.3,-15.2,-12.0,6.7,5.3,-1.4
Revenue,45.3,65.9,65.9,60.2,66.9,44.3,33.7,18.2
Shares_Diluted,8.3194,5.3839,5.3593,5.3324,5.3078,6.7112,6.4207,4.3518
Total_Assets,87.8,206.9,190.9,184.6,183.2,180.7,197.1,15.4
Total_Liabilities,197.9,212.2,172.5,139.8,126.6,114.0,157.9,8.2
