AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,,,,,,23.8,30.8,26.0,0.1,0.3
Cash_from_Operations,-2.4,-1.7,2.7,5.9,-12.4,-12.9,9.3,93.2,-14.0,22.8
Diluted_EPS,-3.184,-2.525,-2.364,-0.23,99.581,-4.408,-3.687,-0.345,0.41,-0.7809999999999999
Goodwill_Intangibles,,,,,,9.8,54.7,119.4,1.1,24.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,4.4,354.2,312.1,0.0,13.6
Net_Income,-2.4,-1.9,-1.7,-0.2,73.6,-127.7,-105.9,-9.2,6.9,-10.0
Revenue,,0.0,0.2,0.1,0.1,1346.4,1249.7,1145.6,2.1,43.6
Shares_Diluted,0.7391,0.7391,0.7391,0.8696,0.7391,28.9684,28.7191,26.6578,13.4031,12.8398
Total_Assets,12.3,14.6,16.4,18.1,18.4,592.1,645.5,700.9,121.7,90.1
Total_Liabilities,0.6,0.5,0.6,0.6,0.9,644.7,587.2,537.4,36.0,40.2
