AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,1.6,1.6,3.8,0.0,0.0,0.0,0.0,
Cash_from_Operations,38.4,-73.5,-15.8,-0.5,-0.3,0.0,0.0,0.0
Diluted_EPS,0.146,-4.023,-3.291,-2.692,-1.017,0.0,0.0,0.0
Goodwill_Intangibles,130.7,132.5,1.7,,,,,
LT_Debt,94.4,123.2,81.0,0.0,0.0,0.0,0.0,0.0
Net_Income,15.8,-291.3,-51.8,-28.2,-8.7,0.0,0.0,0.0
Revenue,204.3,191.7,69.3,22.9,5.7,,,
Shares_Diluted,108.175,72.404,15.7451,9.995,8.5782,31.25,31.25,31.25
Total_Assets,232.2,179.0,226.6,252.7,251.5,0.3,0.0,0.0
Total_Liabilities,144.1,173.6,97.1,9.2,8.9,0.3,0.0,0.0
